Order_ID,Order_Date,Year,MonthIndex,Month,Quarter,State,City,Dealer_Name,Sales_Channel,Bike_Model,Bike_Segment,Engine_CC,Color,Customer_Age,Customer_Gender,Payment_Mode,On_Road_Price,Discount,Insurance_Amount,Accessories_Amount,Finance_Amount,Exchange_Bonus,Net_Sales_Amount,Cost_Price,Gross_Profit,Delivery_Days,Customer_Rating
ORD000374,24-10-2020,2020,10,October,Q4,Jharkhand,Jamshedpur,Hero Dealer Jamshedpur,Corporate Sale,Destini 125,Scooter,125,Blue,34,Male,Finance,92716,4953,6383,3488,75694,714,101277,69557,31720,3,3.6
ORD000375,13-09-2020,2020,9,September,Q3,Kerala,Kochi,Hero Dealer Kochi,Corporate Sale,Pleasure Plus,Scooter,110,Green,35,Female,Cash,82191,5455,8001,3519,0,2434,85061,66694,18367,14,4.3
ORD000376,01-05-2021,2021,5,May,Q2,Uttar Pradesh,Lucknow,Hero Dealer Lucknow,Showroom Walk-in,Xoom 125,Scooter,125,Black,54,Female,UPI,92038,7234,8751,2369,0,3002,92384,71728,20656,1,4.8
ORD000377,22-11-2022,2022,11,November,Q4,Andhra Pradesh,Vijayawada,Hero Dealer Vijayawada,Online Booking,Passion Plus,Commuter,97,Green,52,Male,Credit Card,98059,2863,5060,10219,38662,115,103133,75865,27268,3,4.5
ORD000378,05-07-2021,2021,7,July,Q3,Haryana,Gurugram,Hero Dealer Gurugram,Corporate Sale,Splendor Plus,Commuter,100,Matte Blue,39,Female,Cash,97230,3458,6006,2584,0,60,93670,71886,21784,12,4.7
ORD000379,27-07-2025,2025,7,July,Q3,Uttar Pradesh,Lucknow,Hero Dealer Lucknow,Online Booking,Glamour,Commuter,125,White,30,Female,Credit Card,101020,2328,2981,666,0,1036,98571,86628,11943,2,3.9
ORD000380,30-03-2024,2024,3,March,Q1,Assam,Guwahati,Hero Dealer Guwahati,Corporate Sale,Splendor Plus,Commuter,100,Matte Blue,19,Female,Finance,91344,5716,1591,5137,50249,5035,103786,76956,26830,1,4.9
ORD000381,09-08-2022,2022,8,August,Q3,Uttar Pradesh,Noida,Hero Dealer Noida,Corporate Sale,Destini 125,Scooter,125,Red,49,Female,Cash,88334,1875,1805,8583,9699,1970,86936,71468,15468,3,3.7
ORD000382,17-02-2023,2023,2,February,Q1,Karnataka,Mysore,Hero Dealer Mysore,Showroom Walk-in,HF Deluxe,Commuter,97,Grey,43,Male,Cash,73742,177,4386,4622,0,1422,73876,53665,20211,11,4.6
ORD000383,30-08-2020,2020,8,August,Q3,Tamil Nadu,Chennai,Hero Dealer Chennai,Corporate Sale,Splendor Plus,Commuter,100,White,37,Male,UPI,89814,4646,3021,2397,0,494,100749,73238,27511,14,3.8
ORD000384,15-04-2020,2020,4,April,Q2,Uttar Pradesh,Noida,Hero Dealer Noida,Online Booking,Destini 125,Scooter,125,Red,19,Female,UPI,94854,8240,3772,11604,0,2220,94923,79748,15175,2,4.9
ORD000385,24-08-2021,2021,8,August,Q3,Uttar Pradesh,Kanpur,Hero Dealer Kanpur,Online Booking,Pleasure Plus,Scooter,110,White,43,Female,Finance,85161,6859,6700,4918,72789,4039,91375,62918,28457,1,4.7
ORD000386,05-02-2023,2023,2,February,Q1,Telangana,Hyderabad,Hero Dealer Hyderabad,Online Booking,Xoom 125,Scooter,125,Matte Blue,40,Male,Finance,91305,753,7923,7529,72901,952,99834,65428,34406,3,3.9
ORD000387,16-08-2021,2021,8,August,Q3,Haryana,Gurugram,Hero Dealer Gurugram,Online Booking,Xtreme 125R,Sports,125,Matte Blue,36,Male,Finance,113301,2781,5761,5314,72105,5603,120776,88577,32199,13,5.0
ORD000388,03-07-2021,2021,7,July,Q3,Punjab,Amritsar,Hero Dealer Amritsar,Showroom Walk-in,Xtreme 250R,Sports,249,Blue,33,Female,Credit Card,195490,10033,7459,12404,0,5100,214128,140775,73353,1,5.0
ORD000389,31-10-2020,2020,10,October,Q4,West Bengal,Kolkata,Hero Dealer Kolkata,Corporate Sale,Xoom 125,Scooter,125,Black,40,Female,Finance,98318,2407,2149,9415,64217,4605,105471,82945,22526,1,4.3
ORD000390,02-09-2021,2021,9,September,Q3,Kerala,Kochi,Hero Dealer Kochi,Corporate Sale,Destini 125,Scooter,125,Blue,46,Male,UPI,92750,5422,4573,1552,0,2816,105683,69739,35944,4,4.1
ORD000391,12-07-2023,2023,7,July,Q3,Karnataka,Mysore,Hero Dealer Mysore,Showroom Walk-in,Xtreme 160R,Sports,163,Matte Blue,47,Female,Finance,133371,5010,7228,11994,96106,1881,141608,111960,29648,13,3.5
ORD000392,02-06-2025,2025,6,June,Q2,Chandigarh,Chandigarh,Hero Dealer Chandigarh,Corporate Sale,Destini 125,Scooter,125,Black,42,Male,Cash,89559,3855,6613,6906,34797,1662,84993,70099,14894,14,4.7
ORD000393,11-01-2023,2023,1,January,Q1,Punjab,Amritsar,Hero Dealer Amritsar,Corporate Sale,Pleasure Plus,Scooter,110,Blue,45,Female,Cash,80104,302,5984,4848,0,2849,79627,57221,22406,8,4.4
ORD000394,19-04-2025,2025,4,April,Q2,Maharashtra,Mumbai,Hero Dealer Mumbai,Online Booking,Passion Plus,Commuter,97,White,26,Male,Credit Card,95807,3655,8657,6172,0,1623,91772,68270,23502,9,4.1
ORD000395,17-09-2025,2025,9,September,Q3,Tamil Nadu,Chennai,Hero Dealer Chennai,Online Booking,Xtreme 250R,Sports,249,Grey,51,Female,Cash,194875,13203,12325,5952,0,1994,205263,157628,47635,14,4.2
ORD000396,24-07-2023,2023,7,July,Q3,Maharashtra,Mumbai,Hero Dealer Mumbai,Showroom Walk-in,Passion Plus,Commuter,97,Matte Blue,39,Female,Cash,96839,5568,6111,2167,22051,1532,109275,75303,33972,12,4.6
ORD000397,24-07-2024,2024,7,July,Q3,Himachal Pradesh,Shimla,Hero Dealer Shimla,Showroom Walk-in,Xtreme 125R,Sports,125,White,20,Female,Finance,113748,8598,9052,6288,70712,6354,123844,96771,27073,8,3.7
ORD000398,24-10-2024,2024,10,October,Q4,Uttar Pradesh,Kanpur,Hero Dealer Kanpur,Showroom Walk-in,Xoom 125,Scooter,125,Matte Blue,58,Male,Credit Card,95877,4869,4794,4349,0,1182,107089,75185,31904,8,4.6
ORD000399,30-09-2020,2020,9,September,Q3,Tamil Nadu,Chennai,Hero Dealer Chennai,Online Booking,HF Deluxe,Commuter,97,Black,35,Male,Finance,75002,1096,2380,6895,58925,4292,74370,63863,10507,11,4.6
ORD000400,04-06-2022,2022,6,June,Q2,Himachal Pradesh,Shimla,Hero Dealer Shimla,Showroom Walk-in,Pleasure Plus,Scooter,110,Black,20,Male,UPI,80280,4104,7879,4914,0,2888,76585,61366,15219,9,4.1
ORD000401,07-07-2020,2020,7,July,Q3,Rajasthan,Udaipur,Hero Dealer Udaipur,Showroom Walk-in,Glamour,Commuter,125,Black,29,Female,Credit Card,100741,4672,8131,8798,0,338,97948,85574,12374,11,4.7
ORD000402,26-08-2020,2020,8,August,Q3,Goa,Panaji,Hero Dealer Panaji,Showroom Walk-in,Pleasure Plus,Scooter,110,Red,45,Female,Cash,80507,2756,5564,7078,0,1666,87104,64630,22474,13,4.6
ORD000403,22-02-2020,2020,2,February,Q1,Bihar,Gaya,Hero Dealer Gaya,Showroom Walk-in,Xtreme 160R,Sports,163,Matte Blue,35,Male,Cash,134370,2469,7067,1451,0,7554,155199,104266,50933,5,3.5
ORD000404,14-04-2020,2020,4,April,Q2,Maharashtra,Mumbai,Hero Dealer Mumbai,Showroom Walk-in,Super Splendor,Commuter,125,Green,53,Male,Cash,98623,3599,5865,7898,0,1037,111585,74693,36892,5,4.7
ORD000405,16-01-2022,2022,1,January,Q1,Uttarakhand,Dehradun,Hero Dealer Dehradun,Corporate Sale,HF Deluxe,Commuter,97,White,28,Female,Credit Card,75410,3189,2843,1086,0,1918,80712,54896,25816,10,4.8
ORD000406,26-02-2023,2023,2,February,Q1,Uttar Pradesh,Lucknow,Hero Dealer Lucknow,Online Booking,Xtreme 125R,Sports,125,White,44,Male,Cash,117919,5656,10176,4129,3350,5362,115390,101134,14256,4,4.5
ORD000407,24-05-2022,2022,5,May,Q2,Punjab,Ludhiana,Hero Dealer Ludhiana,Corporate Sale,Maestro Edge 125,Scooter,125,Blue,57,Female,Credit Card,79772,2425,4697,8589,0,36,78121,66029,12092,5,4.7
ORD000408,15-03-2025,2025,3,March,Q1,Haryana,Gurugram,Hero Dealer Gurugram,Corporate Sale,Xoom 125,Scooter,125,Green,42,Male,Finance,96908,5127,9181,2377,62801,2124,91284,77353,13931,5,4.3
ORD000409,27-12-2023,2023,12,December,Q4,Maharashtra,Nagpur,Hero Dealer Nagpur,Corporate Sale,Passion Plus,Commuter,97,Black,43,Female,Cash,90096,6127,3139,4035,0,4820,90802,69041,21761,4,4.5
ORD000410,11-05-2023,2023,5,May,Q2,Andhra Pradesh,Vijayawada,Hero Dealer Vijayawada,Corporate Sale,Splendor Plus,Commuter,100,Green,53,Female,UPI,97165,2469,1496,3438,0,4094,109300,82961,26339,9,3.6
ORD000411,19-10-2022,2022,10,October,Q4,Tamil Nadu,Coimbatore,Hero Dealer Coimbatore,Online Booking,Maestro Edge 125,Scooter,125,Grey,52,Female,UPI,82137,2982,2226,2439,17573,1884,91788,66259,25529,10,5.0
ORD000412,26-05-2023,2023,5,May,Q2,Odisha,Cuttack,Hero Dealer Cuttack,Corporate Sale,Xpulse 200 4V,Adventure,199,Grey,42,Female,Finance,179292,13815,12788,4800,157658,10235,175871,142342,33529,3,3.7
ORD000413,16-10-2023,2023,10,October,Q4,Jharkhand,Ranchi,Hero Dealer Ranchi,Corporate Sale,Glamour,Commuter,125,Red,43,Female,Finance,95789,3938,9014,7464,60141,5131,97985,83111,14874,15,4.8
ORD000414,02-12-2024,2024,12,December,Q4,Gujarat,Vadodara,Hero Dealer Vadodara,Showroom Walk-in,HF Deluxe,Commuter,97,Green,57,Male,Credit Card,72995,3648,4019,9239,0,2036,76571,58961,17610,6,4.9
ORD000415,07-01-2023,2023,1,January,Q1,Haryana,Gurugram,Hero Dealer Gurugram,Corporate Sale,Xpulse 200 4V,Adventure,199,Grey,35,Male,Cash,171590,13400,6113,13899,0,3382,184062,142311,41751,13,4.4
ORD000416,06-03-2021,2021,3,March,Q1,Madhya Pradesh,Bhopal,Hero Dealer Bhopal,Corporate Sale,HF Deluxe,Commuter,97,Red,19,Male,UPI,72821,4288,5142,4610,0,3672,80057,62701,17356,13,3.9
ORD000417,05-12-2025,2025,12,December,Q4,Rajasthan,Jaipur,Hero Dealer Jaipur,Corporate Sale,Glamour,Commuter,125,Matte Blue,37,Male,Credit Card,98098,196,5732,7540,0,5305,110419,77028,33391,1,4.3
ORD000418,10-08-2024,2024,8,August,Q3,Chhattisgarh,Raipur,Hero Dealer Raipur,Online Booking,Maestro Edge 125,Scooter,125,Matte Blue,43,Female,Credit Card,80571,4851,5960,3393,25021,3432,78419,63891,14528,4,3.9
ORD000419,16-01-2021,2021,1,January,Q1,Odisha,Bhubaneswar,Hero Dealer Bhubaneswar,Online Booking,Destini 125,Scooter,125,White,46,Male,UPI,93408,5234,2313,11416,0,4638,99007,80858,18149,14,3.5
ORD000420,25-07-2022,2022,7,July,Q3,Kerala,Kochi,Hero Dealer Kochi,Corporate Sale,Splendor Plus,Commuter,100,Red,24,Female,UPI,92068,7753,4841,5161,24223,3163,106357,67621,38736,13,4.4
ORD000421,25-11-2025,2025,11,November,Q4,Punjab,Amritsar,Hero Dealer Amritsar,Corporate Sale,Pleasure Plus,Scooter,110,Blue,34,Female,Finance,79446,5094,3285,9974,66649,2302,85492,67217,18275,2,3.4
ORD000422,08-09-2023,2023,9,September,Q3,Telangana,Warangal,Hero Dealer Warangal,Corporate Sale,Super Splendor,Commuter,125,Green,29,Male,Finance,104001,3306,3475,1640,83540,4142,119863,76280,43583,6,4.7
ORD000423,26-10-2025,2025,10,October,Q4,Assam,Guwahati,Hero Dealer Guwahati,Showroom Walk-in,Xtreme 125R,Sports,125,Red,56,Male,Finance,113599,4730,3445,10959,102984,5807,114543,96043,18500,5,4.3
ORD000424,18-05-2020,2020,5,May,Q2,Telangana,Warangal,Hero Dealer Warangal,Online Booking,Passion Plus,Commuter,97,Red,47,Female,Credit Card,96182,2762,1890,12127,40249,2392,92024,79940,12084,2,4.7
ORD000425,18-01-2025,2025,1,January,Q1,Chandigarh,Chandigarh,Hero Dealer Chandigarh,Showroom Walk-in,Glamour,Commuter,125,Matte Blue,41,Male,Finance,102095,8832,2891,7379,71745,1649,104584,88359,16225,1,4.4
ORD000426,12-10-2020,2020,10,October,Q4,West Bengal,Siliguri,Hero Dealer Siliguri,Showroom Walk-in,Xtreme 160R,Sports,163,Red,41,Female,Cash,139911,10185,5821,15306,0,6034,150574,114315,36259,4,4.4
ORD000427,22-07-2020,2020,7,July,Q3,Maharashtra,Nagpur,Hero Dealer Nagpur,Showroom Walk-in,Splendor Plus,Commuter,100,White,49,Male,Cash,92442,4910,8388,9720,0,1775,93236,73615,19621,1,5.0
ORD000428,06-11-2021,2021,11,November,Q4,Jammu and Kashmir,Srinagar,Hero Dealer Srinagar,Showroom Walk-in,Maestro Edge 125,Scooter,125,Grey,30,Male,Cash,80083,4259,3832,2005,0,3516,79481,61622,17859,14,4.3
ORD000429,17-12-2023,2023,12,December,Q4,Punjab,Ludhiana,Hero Dealer Ludhiana,Showroom Walk-in,Xtreme 250R,Sports,249,Green,20,Female,Cash,190173,5571,12608,8984,0,4372,207717,156605,51112,4,4.8
ORD000430,02-05-2025,2025,5,May,Q2,West Bengal,Kolkata,Hero Dealer Kolkata,Showroom Walk-in,HF Deluxe,Commuter,97,White,27,Male,Cash,77600,4240,4212,2945,35226,4191,85954,65531,20423,8,3.5
ORD000431,06-11-2025,2025,11,November,Q4,Kerala,Thiruvananthapuram,Hero Dealer Thiruvananthapuram,Online Booking,Xoom 125,Scooter,125,Red,57,Male,Cash,100622,6495,6596,8240,0,4367,109920,85701,24219,5,4.8
ORD000432,17-02-2020,2020,2,February,Q1,Uttar Pradesh,Noida,Hero Dealer Noida,Showroom Walk-in,HF Deluxe,Commuter,97,Matte Blue,28,Female,Finance,71337,2176,2690,3375,40712,704,73324,52778,20546,2,3.6
ORD000433,26-07-2025,2025,7,July,Q3,Maharashtra,Pune,Hero Dealer Pune,Online Booking,Passion Plus,Commuter,97,White,29,Male,Cash,91817,4982,5000,540,0,1509,100673,69542,31131,12,4.5
ORD000434,29-09-2020,2020,9,September,Q3,Himachal Pradesh,Shimla,Hero Dealer Shimla,Showroom Walk-in,Super Splendor,Commuter,125,Matte Blue,27,Male,Cash,98518,609,4687,1397,0,2010,97893,74240,23653,15,4.7
ORD000435,28-07-2023,2023,7,July,Q3,Gujarat,Surat,Hero Dealer Surat,Online Booking,Super Splendor,Commuter,125,Grey,34,Female,Finance,103321,3411,10121,2297,74300,4589,103968,75503,28465,8,4.7
ORD000436,04-01-2023,2023,1,January,Q1,Uttar Pradesh,Varanasi,Hero Dealer Varanasi,Online Booking,Super Splendor,Commuter,125,Black,44,Male,UPI,103374,531,3550,5637,0,5145,105608,75534,30074,9,4.8
ORD000437,27-11-2020,2020,11,November,Q4,Jharkhand,Jamshedpur,Hero Dealer Jamshedpur,Online Booking,Xpulse 200 4V,Adventure,199,Blue,19,Male,Cash,177417,9404,11522,22808,65713,6810,172360,129806,42554,10,3.8
ORD000438,19-12-2021,2021,12,December,Q4,Uttar Pradesh,Noida,Hero Dealer Noida,Online Booking,Xtreme 125R,Sports,125,Matte Blue,42,Female,UPI,114049,1201,7965,3231,0,350,125186,88828,36358,3,4.8
ORD000439,28-06-2023,2023,6,June,Q2,Telangana,Warangal,Hero Dealer Warangal,Online Booking,Passion Plus,Commuter,97,Green,39,Female,UPI,98143,5236,2531,4404,0,5669,98333,74162,24171,6,3.8
ORD000440,04-03-2020,2020,3,March,Q1,Kerala,Thiruvananthapuram,Hero Dealer Thiruvananthapuram,Corporate Sale,Passion Plus,Commuter,97,Green,54,Male,Finance,92142,2936,2965,10669,84947,4215,94684,71408,23276,14,3.7
ORD000441,09-07-2025,2025,7,July,Q3,Gujarat,Vadodara,Hero Dealer Vadodara,Corporate Sale,Xtreme 125R,Sports,125,White,58,Female,Cash,115041,4252,1730,14517,0,5599,129407,87378,42029,7,3.4
ORD000442,31-05-2020,2020,5,May,Q2,Tamil Nadu,Coimbatore,Hero Dealer Coimbatore,Showroom Walk-in,Xpulse 200 4V,Adventure,199,Grey,45,Female,Cash,164796,5294,16399,8363,0,717,189528,134959,54569,2,4.1
ORD000443,22-11-2025,2025,11,November,Q4,Karnataka,Mysore,Hero Dealer Mysore,Online Booking,Xtreme 160R,Sports,163,White,25,Female,Finance,130570,6219,8252,6748,82111,2377,128745,105046,23699,5,4.1
ORD000444,29-01-2022,2022,1,January,Q1,Jammu and Kashmir,Srinagar,Hero Dealer Srinagar,Online Booking,Xtreme 160R,Sports,163,Blue,42,Male,Cash,139234,4056,13193,16672,0,2677,144978,111614,33364,12,3.5
ORD000445,26-09-2025,2025,9,September,Q3,Jharkhand,Jamshedpur,Hero Dealer Jamshedpur,Showroom Walk-in,Splendor Plus,Commuter,100,Black,44,Female,UPI,97822,3591,3177,4525,0,3254,96145,74498,21647,10,4.2
ORD000446,10-12-2025,2025,12,December,Q4,Kerala,Thiruvananthapuram,Hero Dealer Thiruvananthapuram,Online Booking,Passion Plus,Commuter,97,White,54,Male,UPI,95350,467,2858,3372,0,2741,99573,78851,20722,9,3.8
ORD000447,24-11-2020,2020,11,November,Q4,Karnataka,Hubli,Hero Dealer Hubli,Showroom Walk-in,Destini 125,Scooter,125,Grey,29,Male,UPI,92222,2043,2795,9884,0,3344,96408,77077,19331,3,3.7
ORD000448,29-05-2023,2023,5,May,Q2,Rajasthan,Udaipur,Hero Dealer Udaipur,Corporate Sale,HF Deluxe,Commuter,97,Grey,54,Male,UPI,72389,1098,3471,7636,0,1638,81733,58956,22777,5,3.7
ORD000449,02-05-2023,2023,5,May,Q2,Jharkhand,Ranchi,Hero Dealer Ranchi,Showroom Walk-in,Xtreme 160R,Sports,163,Grey,33,Female,Credit Card,130470,2848,3873,10034,0,7762,124515,105511,19004,4,4.6
ORD000450,22-09-2021,2021,9,September,Q3,Punjab,Ludhiana,Hero Dealer Ludhiana,Online Booking,Xoom 125,Scooter,125,Grey,32,Female,Finance,97521,5326,5771,11330,54027,3939,98780,74250,24530,2,3.9
ORD000451,20-12-2022,2022,12,December,Q4,West Bengal,Kolkata,Hero Dealer Kolkata,Corporate Sale,Pleasure Plus,Scooter,110,White,22,Female,UPI,80920,5036,5464,2445,0,611,76132,68230,7902,13,3.9
ORD000452,20-04-2021,2021,4,April,Q2,Himachal Pradesh,Shimla,Hero Dealer Shimla,Corporate Sale,Destini 125,Scooter,125,Grey,46,Male,Credit Card,92788,3928,3041,11358,0,4044,101507,66381,35126,7,4.0
ORD000453,02-09-2022,2022,9,September,Q3,Maharashtra,Mumbai,Hero Dealer Mumbai,Online Booking,Splendor Plus,Commuter,100,Red,32,Female,Cash,91992,6613,3939,4061,0,4396,89210,69548,19662,12,4.7
ORD000454,31-08-2025,2025,8,August,Q3,Jammu and Kashmir,Srinagar,Hero Dealer Srinagar,Online Booking,Passion Plus,Commuter,97,Green,22,Male,Finance,91407,5571,8107,5864,80784,2781,94530,71045,23485,6,4.3
ORD000455,08-08-2020,2020,8,August,Q3,Uttar Pradesh,Lucknow,Hero Dealer Lucknow,Corporate Sale,Glamour,Commuter,125,Matte Blue,21,Male,Finance,96987,4461,9549,8175,87220,5493,110009,81205,28804,7,4.6
ORD000456,21-10-2022,2022,10,October,Q4,Tamil Nadu,Coimbatore,Hero Dealer Coimbatore,Online Booking,Xtreme 250R,Sports,249,Blue,57,Female,Credit Card,189235,15766,18613,17480,0,5510,201791,150758,51033,5,4.7
ORD000457,09-02-2024,2024,2,February,Q1,Rajasthan,Udaipur,Hero Dealer Udaipur,Showroom Walk-in,Xtreme 250R,Sports,249,Green,51,Female,Cash,198906,11141,8173,8791,0,7135,221998,147828,74170,14,4.1
ORD000458,01-06-2023,2023,6,June,Q2,Uttar Pradesh,Varanasi,Hero Dealer Varanasi,Corporate Sale,Splendor Plus,Commuter,100,Grey,33,Female,Finance,90686,864,6874,7093,87168,2908,98231,73971,24260,15,3.6
ORD000459,27-05-2024,2024,5,May,Q2,Kerala,Thiruvananthapuram,Hero Dealer Thiruvananthapuram,Online Booking,Xpulse 200 4V,Adventure,199,Grey,35,Male,Cash,174649,2939,9210,17057,0,9178,169452,129397,40055,10,5.0
ORD000460,05-06-2025,2025,6,June,Q2,Telangana,Warangal,Hero Dealer Warangal,Online Booking,Xtreme 250R,Sports,249,Grey,29,Female,Finance,201417,13558,14877,2624,156278,6067,195595,174111,21484,4,4.1
ORD000461,07-10-2025,2025,10,October,Q4,Chhattisgarh,Raipur,Hero Dealer Raipur,Online Booking,HF Deluxe,Commuter,97,Red,40,Female,Cash,73502,362,5438,9440,0,3192,78399,56539,21860,5,4.1
ORD000462,02-11-2024,2024,11,November,Q4,Kerala,Kochi,Hero Dealer Kochi,Online Booking,HF Deluxe,Commuter,97,White,20,Female,Finance,75750,4265,4757,7923,48088,3085,75229,53827,21402,10,4.8
ORD000463,20-03-2023,2023,3,March,Q1,Uttar Pradesh,Noida,Hero Dealer Noida,Online Booking,Passion Plus,Commuter,97,Matte Blue,26,Male,Cash,94283,1234,1998,5195,19738,2022,95236,73724,21512,9,4.1
ORD000464,19-06-2022,2022,6,June,Q2,Telangana,Warangal,Hero Dealer Warangal,Showroom Walk-in,Maestro Edge 125,Scooter,125,Black,44,Female,UPI,80645,2628,4552,1410,0,1239,83452,57332,26120,1,4.0
ORD000465,22-06-2023,2023,6,June,Q2,Andhra Pradesh,Visakhapatnam,Hero Dealer Visakhapatnam,Online Booking,Xtreme 250R,Sports,249,Matte Blue,52,Male,UPI,200782,6523,9972,9861,0,1871,228127,170233,57894,5,3.5
ORD000466,28-10-2024,2024,10,October,Q4,Jharkhand,Ranchi,Hero Dealer Ranchi,Online Booking,Splendor Plus,Commuter,100,Blue,19,Male,Credit Card,91644,3380,5495,5336,0,1290,92562,71958,20604,1,4.6
ORD000467,11-01-2023,2023,1,January,Q1,Rajasthan,Jodhpur,Hero Dealer Jodhpur,Online Booking,Maestro Edge 125,Scooter,125,Grey,21,Female,UPI,75888,1479,5259,956,26321,3332,80360,62816,17544,4,3.4
ORD000468,22-05-2024,2024,5,May,Q2,Karnataka,Bangalore,Hero Dealer Bangalore,Corporate Sale,Xtreme 160R,Sports,163,Blue,56,Male,Finance,138652,10291,7613,9095,127787,6835,147898,109246,38652,14,3.8
ORD000469,12-10-2021,2021,10,October,Q4,Punjab,Ludhiana,Hero Dealer Ludhiana,Corporate Sale,HF Deluxe,Commuter,97,Grey,42,Female,UPI,74546,2031,6906,4697,0,3446,82403,58798,23605,9,5.0
ORD000470,20-10-2020,2020,10,October,Q4,Haryana,Faridabad,Hero Dealer Faridabad,Online Booking,HF Deluxe,Commuter,97,Green,33,Female,Cash,77267,4081,5254,5684,37961,13,84823,57962,26861,3,4.4
ORD000471,29-04-2020,2020,4,April,Q2,Karnataka,Mysore,Hero Dealer Mysore,Online Booking,Passion Plus,Commuter,97,Black,57,Male,UPI,93777,5171,8337,5962,0,872,92841,75037,17804,8,4.5
ORD000472,27-05-2023,2023,5,May,Q2,Kerala,Kochi,Hero Dealer Kochi,Online Booking,Xtreme 250R,Sports,249,White,42,Female,Cash,200243,1295,18291,19469,0,8257,220019,148627,71392,9,4.2
ORD000473,08-03-2025,2025,3,March,Q1,Assam,Guwahati,Hero Dealer Guwahati,Online Booking,Splendor Plus,Commuter,100,Matte Blue,52,Female,UPI,90730,3458,3180,9146,0,4854,85908,73750,12158,12,4.3
ORD000474,15-11-2025,2025,11,November,Q4,Punjab,Ludhiana,Hero Dealer Ludhiana,Corporate Sale,Super Splendor,Commuter,125,White,45,Female,UPI,103374,1993,8998,6247,0,2388,101306,83160,18146,11,4.9
ORD000475,14-02-2025,2025,2,February,Q1,Bihar,Patna,Hero Dealer Patna,Corporate Sale,HF Deluxe,Commuter,97,Matte Blue,52,Male,Finance,74653,1037,6046,8644,68103,3682,79422,57952,21470,9,4.3
ORD000476,03-08-2020,2020,8,August,Q3,Gujarat,Vadodara,Hero Dealer Vadodara,Corporate Sale,Pleasure Plus,Scooter,110,Grey,48,Male,Credit Card,82711,923,5601,10192,6266,857,86328,69676,16652,1,3.5
ORD000477,11-06-2023,2023,6,June,Q2,Punjab,Ludhiana,Hero Dealer Ludhiana,Showroom Walk-in,Xtreme 125R,Sports,125,Black,47,Male,UPI,120915,10714,7734,11234,47826,3059,122012,89768,32244,9,3.5
ORD000478,03-10-2024,2024,10,October,Q4,Jharkhand,Ranchi,Hero Dealer Ranchi,Showroom Walk-in,Xpulse 200 4V,Adventure,199,Red,47,Male,Finance,171433,5498,3355,11446,98669,5984,175086,148806,26280,13,4.5
ORD000479,27-03-2023,2023,3,March,Q1,Madhya Pradesh,Bhopal,Hero Dealer Bhopal,Showroom Walk-in,Xtreme 160R,Sports,163,Grey,51,Female,Finance,135511,6437,11934,16930,115389,3249,131880,109085,22795,11,3.6
ORD000480,19-11-2020,2020,11,November,Q4,Uttarakhand,Dehradun,Hero Dealer Dehradun,Showroom Walk-in,Splendor Plus,Commuter,100,Red,40,Male,Cash,91195,4674,7466,6418,0,3591,101020,72201,28819,3,4.7
ORD000481,28-11-2020,2020,11,November,Q4,Telangana,Warangal,Hero Dealer Warangal,Corporate Sale,Glamour,Commuter,125,White,43,Male,Cash,95529,5059,3140,9784,0,833,101425,81482,19943,4,3.8
ORD000482,19-09-2025,2025,9,September,Q3,Uttarakhand,Dehradun,Hero Dealer Dehradun,Online Booking,Destini 125,Scooter,125,Green,38,Female,Cash,90437,2604,4538,4159,0,2250,95328,74768,20560,4,5.0
ORD000483,23-06-2021,2021,6,June,Q2,West Bengal,Siliguri,Hero Dealer Siliguri,Showroom Walk-in,Splendor Plus,Commuter,100,White,19,Female,Finance,91974,882,2639,9719,86959,1210,92989,70309,22680,1,4.5
ORD000484,14-08-2022,2022,8,August,Q3,Himachal Pradesh,Shimla,Hero Dealer Shimla,Corporate Sale,Maestro Edge 125,Scooter,125,Blue,27,Male,Finance,79581,4851,6173,5537,68662,1343,75589,61184,14405,9,4.3
ORD000485,09-02-2020,2020,2,February,Q1,Haryana,Gurugram,Hero Dealer Gurugram,Corporate Sale,Xtreme 250R,Sports,249,Blue,49,Male,Cash,202163,17040,19830,21057,0,2423,213861,157896,55965,6,4.4
ORD000486,01-10-2023,2023,10,October,Q4,Assam,Guwahati,Hero Dealer Guwahati,Corporate Sale,Passion Plus,Commuter,97,Green,21,Female,Finance,94699,4605,8441,2156,78702,1726,105225,71282,33943,7,4.2
ORD000487,30-07-2022,2022,7,July,Q3,Telangana,Hyderabad,Hero Dealer Hyderabad,Showroom Walk-in,Destini 125,Scooter,125,Matte Blue,37,Male,Credit Card,95858,3679,8401,11908,0,391,94702,70125,24577,6,4.2
ORD000488,17-09-2023,2023,9,September,Q3,Uttarakhand,Dehradun,Hero Dealer Dehradun,Corporate Sale,Xtreme 125R,Sports,125,Matte Blue,26,Female,Finance,115648,7370,3212,13733,97667,4601,114651,91529,23122,9,4.6
ORD000489,30-12-2021,2021,12,December,Q4,Maharashtra,Pune,Hero Dealer Pune,Corporate Sale,Xpulse 200 4V,Adventure,199,Black,24,Female,UPI,178495,10663,12362,23114,0,1889,171338,151136,20202,12,4.0
